MaDH,MaKH,MaSP,SoLuong,NgayDat,TongTien
13771,912,23,4,2024-11-23,25960000
13772,520,78,3,2024-05-16,147000
13773,196,88,6,2024-11-25,4740000
13774,46,95,10,2025-01-12,8900000
13775,753,58,6,2024-10-02,49920000
13776,414,14,10,2025-03-04,84900000
13777,326,46,9,2024-09-12,31410000
13778,847,22,7,2025-02-06,60830000
13779,730,14,10,2024-02-18,84900000
13780,244,10,4,2025-03-06,29560000
13781,769,56,4,2024-04-07,15960000
13782,184,25,5,2024-08-17,53750000
13783,866,76,3,2024-04-22,68370000
13784,978,8,9,2024-03-12,91710000
13785,3,82,8,2024-12-09,1360000
13786,588,11,9,2024-12-07,125910000
13787,211,24,10,2024-08-09,44000000
13788,293,86,2,2024-07-11,200000
13789,204,75,7,2024-05-30,128730000
13790,509,12,1,2024-04-02,11750000
13791,167,63,5,2025-01-13,43000000
13792,472,73,3,2025-01-29,47070000
13793,286,19,9,2024-06-19,27810000
13794,969,65,5,2024-12-21,19950000
13795,90,81,8,2024-11-03,1360000
13796,779,30,5,2024-05-02,55450000
13797,463,29,8,2025-03-07,75120000
13798,780,28,5,2024-09-25,94950000
13799,554,84,1,2025-01-07,450000
13800,414,7,5,2024-11-24,62200000
13801,939,28,4,2024-11-25,75960000
13802,305,32,2,2025-02-07,21980000
13803,215,89,8,2024-07-04,7920000
13804,399,46,3,2024-06-28,10470000
13805,383,35,7,2024-03-05,19250000
13806,905,96,10,2024-04-20,7900000
13807,146,18,5,2024-12-25,26450000
13808,929,67,5,2024-11-03,21450000
13809,407,20,7,2024-04-03,54250000
13810,514,23,2,2024-10-20,12980000
13811,488,56,2,2024-05-16,7980000
13812,436,52,3,2024-05-13,2577000
13813,748,34,10,2024-11-22,37900000
13814,126,16,3,2024-12-29,8970000
13815,24,63,8,2025-01-10,68800000
13816,575,31,4,2024-11-19,8360000
13817,220,27,2,2024-09-07,33800000
13818,540,41,7,2024-02-20,6930000
13819,678,64,3,2025-03-15,25170000
13820,332,71,7,2024-03-23,127330000
13821,79,12,3,2024-08-06,35250000
13822,449,12,1,2024-09-13,11750000
13823,90,88,8,2024-11-07,6320000
13824,608,32,6,2024-03-12,65940000
13825,291,6,5,2024-03-14,51950000
13826,965,90,4,2024-08-05,3960000
13827,783,42,9,2024-05-24,4950000
13828,782,41,1,2024-08-10,990000
13829,881,11,2,2024-07-28,27980000
13830,275,6,3,2024-04-28,31170000
13831,479,22,2,2024-09-06,17380000
13832,501,82,1,2024-10-20,170000
13833,970,93,6,2024-08-10,7140000
13834,928,13,3,2024-11-16,11370000
13835,951,75,3,2024-07-03,55170000
13836,876,23,1,2024-07-23,6490000
13837,185,16,1,2024-07-05,2990000
13838,32,3,9,2025-01-21,69750000
13839,474,26,2,2025-02-21,6480000
13840,296,72,4,2024-05-22,63960000
13841,575,10,5,2024-10-28,36950000
13842,492,72,10,2024-08-15,159900000
13843,756,51,5,2025-01-24,39950000
13844,482,32,7,2024-11-17,76930000
13845,48,19,6,2025-02-06,18540000
13846,894,65,1,2024-10-30,3990000
13847,691,87,8,2024-06-29,1536000
13848,424,91,7,2024-02-12,17080000
13849,148,7,6,2024-05-07,74640000
13850,392,68,10,2024-10-21,101900000
13851,921,7,5,2024-08-19,62200000
13852,963,17,9,2024-12-21,161010000
13853,226,86,7,2024-09-23,700000
13854,132,37,4,2025-02-01,1756000
13855,793,20,9,2024-09-15,69750000
13856,519,12,6,2024-03-02,70500000
13857,92,72,5,2025-02-23,79950000
13858,451,5,10,2024-03-02,86000000
13859,88,57,9,2025-03-03,46341000
13860,649,20,8,2024-03-25,62000000
13861,511,5,2,2025-03-17,17200000
13862,921,4,6,2024-10-01,16500000
13863,88,63,6,2024-11-28,51600000
13864,804,20,4,2024-06-12,31000000
13865,535,7,9,2024-03-21,111960000
13866,66,43,7,2024-07-14,2940000
13867,46,37,4,2024-06-08,1756000
13868,836,4,4,2024-09-20,11000000
13869,92,48,9,2024-07-19,71910000
13870,109,32,4,2025-02-15,43960000
13871,529,58,4,2025-01-03,33280000
13872,435,66,2,2024-07-12,5580000
13873,823,54,1,2024-09-14,4890000
13874,939,76,4,2024-12-14,91160000
13875,47,75,4,2024-03-09,73560000
13876,516,84,8,2024-07-18,3600000
13877,621,31,10,2024-10-13,20900000
13878,352,5,1,2024-06-04,8600000
13879,438,48,2,2024-05-30,15980000
13880,626,55,10,2024-10-15,72900000
13881,760,26,2,2024-02-11,6480000
13882,658,24,1,2024-04-05,4400000
13883,227,77,9,2025-01-01,253710000
13884,309,33,8,2025-01-08,110320000
13885,878,14,6,2024-12-18,50940000
13886,396,96,7,2024-08-28,5530000
13887,461,61,3,2024-07-12,14370000
13888,549,19,1,2024-11-13,3090000
13889,990,23,5,2024-09-23,32450000
13890,939,95,9,2024-06-26,8010000
13891,551,63,6,2025-01-20,51600000
13892,796,77,8,2024-11-20,225520000
13893,178,30,9,2024-09-05,99810000
13894,689,26,1,2025-01-01,3240000
13895,753,58,5,2024-07-05,41600000
13896,247,87,5,2025-01-22,960000
13897,96,84,10,2024-12-02,4500000
13898,512,10,1,2025-01-31,7390000
13899,774,37,6,2024-06-15,2634000
13900,330,92,9,2024-06-29,23310000
13901,994,96,1,2024-12-28,790000
13902,819,72,3,2024-05-10,47970000
13903,220,64,6,2024-08-07,50340000
13904,34,3,9,2024-08-04,69750000
13905,994,15,2,2024-04-10,16980000
13906,996,18,1,2024-07-26,5290000
13907,514,75,5,2024-10-17,91950000
13908,414,56,5,2024-02-20,19950000
13909,95,46,6,2025-03-15,20940000
13910,508,70,9,2024-04-01,204210000
13911,63,36,3,2025-03-05,3165000
13912,206,15,10,2025-03-16,84900000
13913,499,96,4,2025-01-30,3160000
13914,65,37,1,2024-05-05,439000
13915,32,49,6,2024-12-30,46140000
13916,163,41,10,2025-03-04,9900000
13917,107,23,5,2024-10-24,32450000
13918,883,36,7,2024-03-24,7385000
13919,944,8,10,2025-02-09,101900000
13920,893,23,9,2024-08-06,58410000
13921,87,12,7,2024-08-28,82250000
13922,214,13,9,2025-02-20,34110000
13923,120,12,7,2024-05-16,82250000
13924,345,78,8,2024-04-27,392000
13925,437,42,6,2024-08-17,3300000
13926,615,50,3,2025-02-11,16770000
13927,247,11,1,2024-03-24,13990000
13928,420,59,10,2024-05-14,39900000
13929,609,12,10,2024-11-24,117500000
13930,843,40,7,2024-09-05,3493000
13931,240,96,4,2024-07-31,3160000
13932,576,9,9,2024-12-01,116910000
13933,868,60,9,2024-02-12,71451000
13934,681,81,3,2024-06-08,510000
13935,773,34,8,2024-12-13,30320000
13936,276,62,2,2024-03-24,13490000
13937,323,14,10,2024-02-25,84900000
13938,670,41,5,2024-05-25,4950000
13939,554,86,6,2025-01-21,600000
13940,37,1,2,2024-11-03,10960000
13941,444,95,8,2024-05-16,7120000
13942,77,59,3,2025-03-02,11970000
13943,119,41,7,2024-10-25,6930000
13944,325,54,5,2024-10-25,24450000
13945,990,83,2,2024-12-17,170000
13946,666,44,4,2024-12-31,2076000
13947,216,88,10,2024-03-13,7900000
13948,939,22,2,2024-03-02,17380000
13949,945,93,6,2025-01-30,7140000
13950,676,52,8,2024-08-12,6872000
13951,596,26,7,2024-08-03,22680000
13952,303,95,6,2024-03-22,5340000
13953,995,83,6,2024-03-14,510000
13954,972,69,10,2024-09-07,139900000
13955,887,63,2,2024-11-09,17200000
13956,81,40,6,2024-06-27,2994000
13957,162,70,9,2024-02-11,204210000
13958,868,54,8,2024-03-12,39120000
13959,312,20,1,2024-11-11,7750000
13960,998,23,3,2025-03-10,19470000
13961,63,29,2,2025-02-13,18780000
13962,597,50,8,2024-05-31,44720000
13963,886,91,8,2024-02-24,19520000
13964,876,45,5,2024-10-21,19950000
13965,206,50,7,2024-11-24,39130000
13966,419,85,3,2024-07-30,270000
13967,730,44,9,2024-06-26,4671000
13968,716,12,1,2025-01-09,11750000
13969,249,10,5,2024-03-29,36950000
13970,47,39,9,2024-04-22,8910000
13971,121,88,10,2024-04-29,7900000
13972,582,67,2,2024-11-20,8580000
13973,13,40,4,2024-03-28,1996000
13974,671,89,9,2024-12-23,8910000
13975,663,76,10,2025-03-15,227900000
13976,731,80,2,2024-08-20,1020000
13977,121,27,8,2024-12-29,135200000
13978,563,79,3,2025-02-15,225000
13979,381,61,10,2024-02-20,47900000
13980,543,85,5,2024-11-11,450000
13981,611,93,4,2024-10-26,4760000
13982,17,6,3,2024-06-23,31170000
13983,11,6,9,2025-02-01,93510000
13984,871,71,5,2024-12-25,90950000
13985,416,23,7,2024-12-30,45430000
13986,940,70,8,2025-03-11,181520000
13987,654,57,8,2024-10-30,41192000
13988,927,1,3,2024-02-13,16440000
13989,844,45,4,2025-03-15,15960000
13990,823,10,6,2024-06-21,44340000
13991,652,62,2,2024-09-27,13490000
13992,900,55,4,2025-02-10,29160000
13993,845,36,2,2024-05-03,2110000
13994,441,10,6,2024-10-01,44340000
13995,4,61,8,2025-01-28,38320000
13996,13,86,5,2024-02-14,500000
13997,695,10,8,2024-05-16,59120000
13998,640,40,1,2025-01-29,499000
13999,800,60,3,2024-11-07,23817000
14000,503,22,7,2024-12-23,60830000
14001,766,58,10,2025-03-16,83200000
14002,834,12,3,2024-10-14,35250000
14003,111,59,3,2024-08-25,11970000
14004,26,38,3,2024-06-24,6270000
14005,825,42,1,2025-03-05,550000
14006,710,73,10,2024-02-13,156900000
14007,554,13,2,2024-04-15,7580000
14008,788,83,3,2024-03-22,255000
14009,856,1,10,2024-07-16,54800000
14010,373,22,8,2024-04-16,69520000
14011,84,7,7,2024-02-15,87080000
14012,63,2,10,2024-09-02,124400000
14013,349,26,5,2025-03-14,16200000
14014,286,55,8,2024-12-07,58320000
14015,16,25,9,2025-01-14,96750000
14016,599,28,5,2024-09-04,94950000
14017,547,69,1,2024-02-14,13990000
14018,332,63,10,2024-09-13,86000000
14019,961,68,2,2024-09-01,20380000
14020,166,60,6,2025-03-17,47634000
14021,502,28,1,2024-03-23,18990000
14022,85,6,10,2025-01-17,103900000
14023,885,20,9,2024-11-06,69750000
14024,392,92,10,2025-03-01,25900000
14025,666,64,4,2024-07-08,33560000
14026,167,73,8,2024-04-14,125520000
14027,729,29,4,2025-02-07,37560000
14028,67,72,1,2024-12-30,15990000
14029,193,80,8,2024-05-30,4080000
14030,287,93,7,2024-06-21,8330000
14031,257,77,6,2024-09-22,169140000
14032,533,15,1,2024-09-09,8490000
14033,794,26,6,2024-07-04,19440000
14034,127,21,1,2024-11-05,14490000
14035,665,54,1,2024-06-04,4890000
14036,173,16,6,2024-07-14,17940000
14037,485,3,3,2024-09-11,23250000
14038,321,33,9,2024-06-23,124110000
14039,259,42,2,2025-02-25,1100000
14040,657,10,4,2025-02-03,29560000
14041,824,43,5,2024-06-11,2100000
14042,236,37,9,2024-06-18,3951000
14043,869,43,7,2024-03-07,2940000
14044,732,57,8,2024-09-08,41192000
14045,701,79,7,2025-03-08,525000
14046,140,9,10,2024-12-04,129900000
14047,498,89,2,2025-03-04,1980000
14048,1,52,9,2024-04-13,7731000
14049,656,7,8,2025-03-15,99520000
14050,52,77,6,2024-11-27,169140000
14051,436,29,1,2024-12-08,9390000
14052,320,10,7,2024-03-09,51730000
14053,849,2,5,2024-04-04,62200000
14054,590,76,4,2024-10-28,91160000
14055,355,89,4,2024-12-14,3960000
14056,209,56,3,2024-02-16,11970000
14057,592,10,2,2024-08-04,14780000
14058,570,72,7,2024-09-20,111930000
14059,13,14,2,2024-09-30,16980000
14060,808,90,9,2024-10-27,8910000
14061,37,11,2,2024-03-13,27980000
14062,233,19,2,2024-06-24,6180000
14063,158,75,3,2024-05-19,55170000
14064,203,48,1,2024-07-22,7990000
14065,98,84,4,2024-10-15,1800000
14066,273,32,2,2024-11-18,21980000
14067,130,43,2,2024-07-21,840000
14068,421,42,9,2024-07-19,4950000
14069,702,87,1,2024-11-03,192000
14070,242,40,6,2024-08-02,2994000
14071,63,4,1,2024-10-09,2750000
14072,501,84,3,2024-08-06,1350000
14073,445,86,5,2024-03-20,500000
14074,429,59,6,2024-09-08,23940000
14075,492,33,2,2024-08-10,27580000
14076,691,41,8,2024-12-29,7920000
14077,340,96,4,2024-06-02,3160000
14078,571,88,9,2024-02-17,7110000
14079,389,93,5,2024-07-19,5950000
14080,260,72,2,2025-01-25,31980000
14081,845,94,2,2024-11-27,11980000
14082,411,51,9,2025-02-22,71910000
14083,126,50,6,2024-05-31,33540000
14084,54,73,10,2024-04-16,156900000
14085,849,52,9,2024-12-25,7731000
14086,872,92,5,2024-03-10,12950000
14087,480,24,4,2025-02-07,17600000
14088,491,89,5,2024-12-16,4950000
14089,334,49,3,2024-07-23,23070000
14090,755,56,8,2024-03-22,31920000
14091,292,43,9,2024-09-27,3780000
14092,977,12,9,2024-11-03,105750000
14093,608,79,7,2024-07-09,525000
14094,608,2,10,2024-11-17,124400000
14095,552,94,5,2024-11-09,29950000
14096,488,65,1,2024-07-03,3990000
14097,981,6,2,2024-05-07,20780000
14098,938,65,4,2024-10-14,15960000
14099,161,96,4,2024-10-20,3160000
14100,107,39,7,2024-06-17,6930000
14101,88,14,8,2024-10-12,67920000
14102,47,51,10,2024-09-07,79900000
14103,260,66,10,2025-02-27,27900000
14104,179,21,5,2025-03-06,72450000
14105,805,67,5,2024-11-29,21450000
14106,203,18,1,2024-09-13,5290000
14107,179,58,3,2024-06-30,24960000
14108,340,61,9,2024-11-03,43110000
14109,557,79,7,2024-12-08,525000
14110,552,87,6,2024-06-05,1152000
14111,571,6,10,2024-09-01,103900000
14112,910,82,8,2024-11-05,1360000
14113,697,25,6,2025-01-24,64500000
14114,191,35,1,2024-05-10,2750000
14115,197,66,10,2024-11-20,27900000
14116,514,5,2,2024-07-01,17200000
14117,449,59,7,2024-07-30,27930000
14118,560,23,2,2024-09-18,12980000
14119,178,8,6,2024-11-05,61140000
14120,434,67,10,2024-10-24,42900000
14121,809,74,1,2024-09-25,15290000
14122,192,60,7,2025-01-30,55573000
14123,123,19,1,2024-03-18,3090000
14124,949,96,6,2024-11-20,4740000
14125,675,91,3,2025-02-27,7320000
14126,801,62,1,2024-07-20,6745000
14127,272,48,9,2024-10-28,71910000
14128,908,47,4,2024-02-28,30360000
14129,363,89,1,2024-07-25,990000
14130,782,18,3,2024-05-15,15870000
14131,629,46,8,2024-11-08,27920000
14132,490,19,10,2024-08-13,30900000
14133,164,64,6,2024-05-21,50340000
14134,695,87,7,2024-06-01,1344000
14135,258,21,3,2025-01-01,43470000
14136,598,72,4,2024-05-25,63960000
14137,841,76,8,2024-10-20,182320000
14138,719,42,7,2025-03-14,3850000
14139,882,11,2,2024-11-28,27980000
14140,123,27,3,2024-04-04,50700000
14141,185,13,3,2025-03-02,11370000
14142,717,4,9,2024-12-23,24750000
14143,972,42,4,2024-08-28,2200000
14144,389,44,8,2025-02-06,4152000
14145,868,2,7,2024-12-10,87080000
14146,984,73,9,2024-06-07,141210000
14147,479,61,5,2025-01-31,23950000
14148,624,81,3,2025-01-19,510000
14149,307,78,5,2024-08-04,245000
14150,62,16,4,2024-07-07,11960000
14151,420,62,3,2025-03-13,20235000
14152,297,1,4,2024-06-18,21920000
14153,735,86,3,2024-05-07,300000
14154,858,8,5,2024-07-05,50950000
14155,395,31,4,2024-07-18,8360000
14156,29,19,3,2024-06-20,9270000
14157,550,90,5,2024-07-14,4950000
14158,632,95,2,2024-11-29,1780000
14159,467,11,9,2024-09-09,125910000
14160,761,87,2,2024-12-05,384000
14161,772,55,3,2024-08-05,21870000
14162,436,73,3,2024-07-04,47070000
14163,196,6,9,2024-09-10,93510000
14164,531,66,5,2025-03-02,13950000
14165,266,23,7,2025-01-08,45430000
14166,457,6,1,2024-05-14,10390000
14167,322,12,5,2024-05-02,58750000
14168,348,83,6,2024-07-06,510000
14169,879,36,4,2024-12-12,4220000
14170,398,59,9,2024-10-27,35910000
14171,88,34,6,2024-06-13,22740000
14172,970,47,8,2024-09-05,60720000
14173,856,90,4,2024-08-06,3960000
14174,650,66,8,2024-03-12,22320000
14175,483,84,4,2024-08-08,1800000
14176,907,36,10,2024-10-11,10550000
14177,126,88,8,2024-08-27,6320000
14178,429,95,1,2024-05-05,890000
14179,936,63,5,2024-10-05,43000000
14180,105,7,6,2024-03-06,74640000
14181,380,38,6,2024-03-15,12540000
14182,632,69,1,2024-10-24,13990000
14183,75,49,2,2024-06-16,15380000
14184,620,96,4,2024-04-08,3160000
14185,526,19,7,2024-05-09,21630000
14186,772,4,7,2025-03-09,19250000
14187,1000,61,5,2024-11-03,23950000
14188,30,2,10,2024-08-27,124400000
14189,833,51,6,2024-10-11,47940000
14190,378,87,2,2024-04-15,384000
14191,786,19,5,2024-10-28,15450000
14192,663,25,4,2024-09-09,43000000
14193,123,94,6,2024-12-24,35940000
14194,43,91,8,2024-12-18,19520000
14195,430,56,3,2024-09-14,11970000
14196,778,4,6,2024-09-13,16500000
14197,82,14,4,2024-02-27,33960000
14198,793,3,7,2024-07-02,54250000
14199,998,3,9,2024-02-24,69750000
14200,797,33,4,2024-07-17,55160000
14201,659,58,4,2025-03-03,33280000
14202,635,78,10,2024-03-11,490000
14203,30,19,9,2024-12-29,27810000
14204,970,95,10,2024-12-17,8900000
14205,114,10,4,2024-12-07,29560000
14206,20,24,9,2024-09-26,39600000
14207,341,15,2,2024-02-28,16980000
14208,745,80,2,2024-07-23,1020000
14209,544,46,6,2024-10-17,20940000
14210,497,76,9,2025-03-02,205110000
14211,564,59,2,2024-11-28,7980000
14212,162,86,3,2024-10-22,300000
14213,760,63,8,2024-10-04,68800000
14214,788,45,6,2025-02-15,23940000
14215,12,61,10,2024-09-30,47900000
14216,721,64,1,2024-07-03,8390000
14217,705,21,7,2024-07-25,101430000
14218,817,85,6,2025-02-13,540000
14219,600,35,2,2024-09-21,5500000
14220,977,10,1,2025-01-04,7390000
14221,816,28,5,2025-02-18,94950000
14222,746,88,5,2024-07-24,3950000
14223,149,57,10,2024-03-28,51490000
14224,671,75,2,2024-07-05,36780000
14225,455,23,4,2024-12-25,25960000
14226,475,89,7,2024-04-29,6930000
14227,816,76,5,2024-10-07,113950000
14228,876,73,1,2024-09-23,15690000
14229,207,46,8,2024-06-29,27920000
14230,777,63,2,2025-03-04,17200000
14231,235,76,9,2024-03-29,205110000
14232,887,9,10,2024-12-12,129900000
14233,801,36,1,2025-02-15,1055000
14234,285,53,8,2024-06-06,9520000
14235,501,77,5,2024-11-30,140950000
14236,516,61,5,2024-02-16,23950000
14237,699,58,10,2024-11-11,83200000
14238,207,64,1,2025-02-08,8390000
14239,718,61,9,2025-02-17,43110000
14240,493,47,1,2024-04-03,7590000
14241,151,56,10,2024-08-06,39900000
14242,435,17,3,2024-05-22,53670000
14243,82,28,7,2024-11-08,132930000
14244,387,7,8,2024-12-27,99520000
14245,14,71,4,2024-06-25,72760000
14246,983,27,8,2024-11-30,135200000
14247,206,73,7,2024-09-09,109830000
14248,415,49,5,2024-05-17,38450000
14249,319,70,9,2024-10-04,204210000
14250,355,14,8,2024-06-23,67920000
14251,819,77,8,2025-02-20,225520000
14252,495,84,8,2024-09-10,3600000
14253,86,15,10,2024-04-02,84900000
14254,640,36,5,2024-03-28,5275000
14255,664,62,7,2024-11-24,47215000
14256,330,64,3,2024-06-06,25170000
14257,664,51,6,2024-05-13,47940000
14258,322,64,4,2024-03-20,33560000
14259,413,62,3,2024-06-21,20235000
14260,539,9,2,2024-03-28,25980000
14261,339,38,4,2024-07-16,8360000
14262,878,66,10,2024-04-22,27900000
14263,481,72,1,2025-01-05,15990000
14264,380,3,4,2024-05-23,31000000
14265,457,59,1,2025-02-08,3990000
14266,237,54,4,2025-02-20,19560000
14267,265,31,5,2024-05-03,10450000
14268,745,54,4,2024-03-22,19560000
14269,409,94,7,2024-05-27,41930000
14270,417,51,2,2024-07-17,15980000
14271,194,13,8,2024-08-23,30320000
14272,262,79,6,2024-12-07,450000
14273,786,82,4,2024-11-24,680000
14274,365,71,6,2024-08-11,109140000
14275,370,37,6,2024-10-15,2634000
14276,569,35,5,2025-02-13,13750000
14277,664,81,5,2024-10-15,850000
14278,653,76,3,2025-01-28,68370000
14279,889,8,5,2024-10-21,50950000
14280,356,72,1,2025-03-11,15990000
14281,117,41,2,2024-02-21,1980000
14282,93,21,5,2025-02-14,72450000
14283,715,14,3,2024-05-13,25470000
14284,247,65,9,2024-11-13,35910000
14285,468,68,10,2024-05-19,101900000
14286,219,56,2,2024-09-29,7980000
14287,703,73,5,2024-09-06,78450000
14288,493,94,9,2024-04-28,53910000
14289,95,65,4,2024-08-30,15960000
14290,308,77,5,2024-03-10,140950000
14291,283,75,10,2024-06-09,183900000
14292,215,28,8,2024-08-02,151920000
14293,356,96,8,2024-08-31,6320000
14294,436,51,6,2025-02-19,47940000
14295,895,45,5,2024-12-05,19950000
14296,78,11,4,2025-01-14,55960000
14297,649,9,3,2025-03-17,38970000
14298,281,1,6,2024-04-26,32880000
14299,427,26,10,2024-03-29,32400000
14300,39,76,9,2025-01-19,205110000
14301,9,7,4,2025-01-17,49760000
14302,395,60,10,2025-01-28,79390000
14303,464,47,4,2025-01-12,30360000
14304,14,44,5,2025-01-06,2595000
14305,659,76,7,2024-10-24,159530000
14306,917,28,8,2024-03-11,151920000
14307,49,24,2,2025-01-11,8800000
14308,806,74,1,2024-05-22,15290000
14309,685,20,10,2024-06-15,77500000
14310,816,53,3,2025-02-27,3570000
14311,207,78,10,2024-06-16,490000
14312,673,41,8,2024-05-13,7920000
14313,498,47,8,2024-04-12,60720000
14314,278,65,7,2024-05-12,27930000
14315,70,23,10,2025-02-22,64900000
14316,132,77,7,2024-05-01,197330000
14317,36,85,1,2024-08-17,90000
14318,484,86,2,2024-11-29,200000
14319,32,96,7,2024-03-18,5530000
14320,708,37,9,2024-11-21,3951000
14321,429,57,5,2024-10-21,25745000
14322,195,13,3,2024-08-11,11370000
14323,94,10,3,2025-01-07,22170000
14324,144,26,9,2024-10-20,29160000
14325,591,42,8,2025-02-13,4400000
14326,948,58,9,2024-11-03,74880000
14327,389,46,7,2024-09-11,24430000
14328,418,53,2,2024-11-17,2380000
14329,96,15,10,2025-03-04,84900000
14330,754,59,7,2024-04-13,27930000
14331,300,28,4,2024-03-25,75960000
14332,63,42,9,2024-06-08,4950000
14333,173,65,10,2024-08-29,39900000
14334,421,25,3,2025-01-01,32250000
14335,117,68,3,2024-11-13,30570000
14336,340,43,10,2024-05-01,4200000
14337,597,47,2,2024-10-29,15180000
14338,540,42,8,2024-08-02,4400000
14339,537,47,1,2024-05-28,7590000
14340,965,65,8,2025-03-08,31920000
14341,917,89,8,2024-09-14,7920000
14342,221,6,6,2024-07-24,62340000
14343,372,51,4,2024-03-23,31960000
14344,662,93,4,2025-03-06,4760000
14345,629,73,5,2025-01-16,78450000
14346,125,32,2,2024-03-22,21980000
14347,203,60,5,2024-05-21,39695000
14348,460,84,10,2024-07-09,4500000
14349,123,84,3,2024-05-18,1350000
14350,34,66,2,2024-09-01,5580000
14351,975,51,9,2024-05-19,71910000
14352,820,37,8,2024-04-16,3512000
14353,260,11,8,2024-09-15,111920000
14354,225,80,2,2024-06-27,1020000
14355,440,34,2,2025-01-15,7580000
14356,136,77,3,2024-03-11,84570000
14357,254,91,3,2024-10-31,7320000
14358,131,47,7,2024-12-20,53130000
14359,600,61,9,2025-02-09,43110000
14360,545,10,6,2025-01-21,44340000
14361,647,5,8,2025-01-06,68800000
14362,700,91,7,2024-12-03,17080000
14363,567,46,4,2024-09-25,13960000
14364,320,59,10,2024-09-27,39900000
14365,772,12,8,2024-10-12,94000000
14366,377,95,5,2025-03-02,4450000
14367,799,12,6,2024-08-08,70500000
14368,302,91,8,2024-08-26,19520000
14369,387,9,2,2025-03-15,25980000
14370,604,78,4,2024-02-29,196000
14371,371,92,10,2024-09-08,25900000
14372,665,79,5,2024-05-20,375000
